,name,moves
28029,Ursaring,Swagger
28030,Ursaring,Sleep Talk
28031,Ursaring,Substitute
28032,Ursaring,Confide
28033,Ursaring,Crunch
28034,Ursaring,Take Down
28035,Ursaring,Seismic Toss
28036,Ursaring,Counter
28037,Ursaring,Metal Claw
28038,Ursaring,Fake Tears
28039,Ursaring,Yawn
28040,Ursaring,Sleep Talk
28041,Ursaring,Cross Chop
28042,Ursaring,Double-Edge
28043,Ursaring,Close Combat
28044,Ursaring,Night Slash
28045,Ursaring,Belly Drum
28046,Ursaring,Chip Away
28047,Ursaring,Play Rough
28048,Ursaring,Covet
28049,Ursaring,Seed Bomb
28050,Ursaring,Low Kick
28051,Ursaring,Gunk Shot
28052,Ursaring,Uproar
28053,Ursaring,Thunder Punch
28054,Ursaring,Fire Punch
28055,Ursaring,Ice Punch
28056,Ursaring,Last Resort
28057,Ursaring,Superpower
28058,Ursaring,Hyper Voice
28059,Ursaring,Snore
28060,Ursaring,Focus Punch
28061,Ursaring,Stomping Tantrum
28062,Ursaring,Throat Chop
28063,Ursaring,Laser Focus
28064,Ursaring,Breakneck Blitz
28065,Ursaring,All-Out Pummeling
28066,Ursaring,Supersonic Skystrike
28067,Ursaring,Acid Downpour
28068,Ursaring,Tectonic Rage
28069,Ursaring,Continental Crush
28070,Ursaring,Never-Ending Nightmare
28071,Ursaring,Corkscrew Crash
28072,Ursaring,Inferno Overdrive
28073,Ursaring,Bloom Doom
28074,Ursaring,Gigavolt Havoc
28075,Ursaring,Subzero Slammer
28076,Ursaring,Black Hole Eclipse
28077,Ursaring,Twinkle Tackle
28078,Ursaring,Tectonic Rage
28079,Ursaring,Savage Spin-Out
28080,Ursaring,Fling
28081,Ursaring,Baby-doll Eyes
28082,Ursaring,Charm
28083,Ursaring,Hone Claws
28084,Ursaring,Dig
28085,Ursaring,Retaliate
28086,Ursaring,Rock Smash
28087,Ursaring,Secret Power
28088,Ursaring,Power-up Punch
28089,Ursaring,Cut
28090,Ursaring,Strength
28091,Ursaring,Secret Power
28092,Ursaring,Endure
28093,Ursaring,Avalanche
28094,Ursaring,Captivate
28095,Ursaring,Natural Gift
28096,Ursaring,Fury Cutter
28097,Ursaring,Swift
28098,Ursaring,Mud-slap
28099,Ursaring,Rollout
28100,Ursaring,Headbutt
28101,Ursaring,Mega Punch
28102,Ursaring,Mega Kick
28103,Ursaring,Body Slam
28104,Ursaring,Mimic
28105,Ursaring,Metronome
28106,Ursaring,Dynamic Punch
28107,Ursaring,Defense Curl
28108,Ursaring,Curse
28109,Ursaring,Zap Cannon
28110,Slugma,Yawn
28111,Slugma,Smog
28112,Slugma,Ember
28113,Slugma,Rock Throw
28114,Slugma,Harden
28115,Slugma,Incinerate
28116,Slugma,Clear Smog
28117,Slugma,Ancient Power
28118,Slugma,Flame Burst
28119,Slugma,Rock Slide
28120,Slugma,Lava Plume
28121,Slugma,Amnesia
28122,Slugma,Body Slam
28123,Slugma,Recover
28124,Slugma,Flamethrower
28125,Slugma,Earth Power
28126,Slugma,Toxic
28127,Slugma,Hidden Power
28128,Slugma,Sunny Day
28129,Slugma,Light Screen
28130,Slugma,Protect
28131,Slugma,Frustration
28132,Slugma,Return
28133,Slugma,Double Team
28134,Slugma,Reflect
28135,Slugma,Flamethrower
28136,Slugma,Fire Blast
28137,Slugma,Rock Tomb
28138,Slugma,Facade
28139,Slugma,Flame Charge
28140,Slugma,Rest
28141,Slugma,Attract
28142,Slugma,Round
28143,Slugma,Overheat
28144,Slugma,Will-O-Wisp
28145,Slugma,Rock Slide
28146,Slugma,Infestation
28147,Slugma,Swagger
28148,Slugma,Sleep Talk
28149,Slugma,Substitute
28150,Slugma,Nature Power
28151,Slugma,Confide
28152,Slugma,Acid Armor
28153,Slugma,Heat Wave
28154,Slugma,Curse
28155,Slugma,Smokescreen
28156,Slugma,Memento
28157,Slugma,Stockpile
28158,Slugma,Spit Up
28159,Slugma,Swallow
28160,Slugma,Rollout
28161,Slugma,Inferno
28162,Slugma,Earth Power
28163,Slugma,Guard Swap
28164,Slugma,Earth Power
28165,Slugma,Iron Defense
28166,Slugma,Snore
28167,Slugma,Heat Wave
28168,Slugma,Pain Split
28169,Slugma,After You
28170,Slugma,Breakneck Blitz
28171,Slugma,Acid Downpour
28172,Slugma,Tectonic Rage
28173,Slugma,Continental Crush
28174,Slugma,Savage Spin-Out
28175,Slugma,Inferno Overdrive
28176,Slugma,All-Out Pummeling
28177,Slugma,Rock Smash
28178,Slugma,Secret Power
28179,Slugma,Secret Power
28180,Slugma,Endure
28181,Slugma,Captivate
28182,Slugma,Natural Gift
28183,Slugma,Mud-slap
28184,Slugma,Double-edge
28185,Slugma,Mimic
28186,Slugma,Defense Curl
28187,Slugma,Self-destruct
28188,Magcargo,Shell Smash
28189,Magcargo,Earth Power
28190,Magcargo,Yawn
28191,Magcargo,Smog
28192,Magcargo,Ember
28193,Magcargo,Rock Throw
28194,Magcargo,Ember
28195,Magcargo,Rock Throw
28196,Magcargo,Harden
28197,Magcargo,Incinerate
28198,Magcargo,Clear Smog
28199,Magcargo,Ancient Power
28200,Magcargo,Flame Burst
28201,Magcargo,Rock Slide
28202,Magcargo,Lava Plume
28203,Magcargo,Amnesia
28204,Magcargo,Body Slam
28205,Magcargo,Recover
28206,Magcargo,Flamethrower
28207,Magcargo,Earth Power
28208,Magcargo,Toxic
28209,Magcargo,Hidden Power
28210,Magcargo,Sunny Day
28211,Magcargo,Hyper Beam
28212,Magcargo,Light Screen
28213,Magcargo,Protect
28214,Magcargo,Frustration
28215,Magcargo,Solar Beam
28216,Magcargo,Smack Down
28217,Magcargo,Earthquake
28218,Magcargo,Return
28219,Magcargo,Double Team
28220,Magcargo,Reflect
28221,Magcargo,Flamethrower
28222,Magcargo,Sandstorm
28223,Magcargo,Fire Blast
28224,Magcargo,Rock Tomb
28225,Magcargo,Facade
28226,Magcargo,Flame Charge
28227,Magcargo,Rest
28228,Magcargo,Attract
28229,Magcargo,Round
28230,Magcargo,Overheat
28231,Magcargo,Will-O-Wisp
28232,Magcargo,Explosion
28233,Magcargo,Giga Impact
28234,Magcargo,Rock Polish
28235,Magcargo,Stone Edge
28236,Magcargo,Gyro Ball
28237,Magcargo,Bulldoze
28238,Magcargo,Rock Slide
28239,Magcargo,Infestation
28240,Magcargo,Swagger
28241,Magcargo,Sleep Talk
28242,Magcargo,Substitute
28243,Magcargo,Nature Power
28244,Magcargo,Confide
28245,Magcargo,Acid Armor
28246,Magcargo,Heat Wave
28247,Magcargo,Curse
28248,Magcargo,Smokescreen
28249,Magcargo,Memento
28250,Magcargo,Stockpile
28251,Magcargo,Spit Up
28252,Magcargo,Swallow
28253,Magcargo,Rollout
28254,Magcargo,Inferno
28255,Magcargo,Earth Power
28256,Magcargo,Guard Swap
28257,Magcargo,Earth Power
28258,Magcargo,Iron Defense
28259,Magcargo,Snore
28260,Magcargo,Heat Wave
28261,Magcargo,Pain Split
28262,Magcargo,After You
28263,Magcargo,Stealth Rock
28264,Magcargo,Stomping Tantrum
28265,Magcargo,Breakneck Blitz
28266,Magcargo,Acid Downpour
28267,Magcargo,Tectonic Rage
28268,Magcargo,Continental Crush
28269,Magcargo,Savage Spin-Out
28270,Magcargo,Corkscrew Crash
28271,Magcargo,Inferno Overdrive
28272,Magcargo,Bloom Doom
28273,Magcargo,All-Out Pummeling
28274,Magcargo,Rock Smash
28275,Magcargo,Secret Power
28276,Magcargo,Strength
28277,Magcargo,Secret Power
28278,Magcargo,Endure
28279,Magcargo,Captivate
28280,Magcargo,Natural Gift
28281,Magcargo,Mud-slap
28282,Magcargo,Double-edge
28283,Magcargo,Mimic
28284,Magcargo,Defense Curl
28285,Magcargo,Self-destruct
28286,Swinub,Tackle
28287,Swinub,Odor Sleuth
28288,Swinub,Mud Sport
28289,Swinub,Powder Snow
28290,Swinub,Mud-Slap
28291,Swinub,Endure
28292,Swinub,Mud Bomb
28293,Swinub,Icy Wind
28294,Swinub,Ice Shard
28295,Swinub,Take Down
28296,Swinub,Mist
28297,Swinub,Earthquake
28298,Swinub,Flail
28299,Swinub,Blizzard
28300,Swinub,Amnesia
28301,Swinub,Roar
28302,Swinub,Toxic
28303,Swinub,Hail
28304,Swinub,Hidden Power
28305,Swinub,Ice Beam
28306,Swinub,Blizzard
28307,Swinub,Light Screen
28308,Swinub,Protect
28309,Swinub,Rain Dance
28310,Swinub,Frustration
28311,Swinub,Earthquake
28312,Swinub,Return
28313,Swinub,Double Team
28314,Swinub,Reflect
28315,Swinub,Sandstorm
28316,Swinub,Rock Tomb
28317,Swinub,Facade
28318,Swinub,Rest
28319,Swinub,Attract
28320,Swinub,Round
28321,Swinub,Bulldoze
28322,Swinub,Rock Slide
28323,Swinub,Swagger
28324,Swinub,Sleep Talk
28325,Swinub,Substitute
28326,Swinub,Confide
28327,Swinub,Take Down
28328,Swinub,Bite
28329,Swinub,Body Slam
28330,Swinub,Ancient Power
28331,Swinub,Mud Shot
28332,Swinub,Icicle Spear
28333,Swinub,Double-Edge
28334,Swinub,Fissure
28335,Swinub,Curse
28336,Swinub,Mud Shot
28337,Swinub,Avalanche
28338,Swinub,Stealth Rock
28339,Swinub,Icicle Crash
28340,Swinub,Freeze-Dry
28341,Swinub,Earth Power
28342,Swinub,Superpower
28343,Swinub,Icy Wind
28344,Swinub,Snore
28345,Swinub,Endeavor
28346,Swinub,Stealth Rock
28347,Swinub,Breakneck Blitz
28348,Swinub,All-Out Pummeling
28349,Swinub,Tectonic Rage
28350,Swinub,Continental Crush
28351,Swinub,Subzero Slammer
28352,Swinub,Black Hole Eclipse
28353,Swinub,Dig
28354,Swinub,Rock Smash
28355,Swinub,Secret Power
28356,Swinub,Strength
28357,Swinub,Secret Power
28358,Swinub,Captivate
28359,Swinub,Natural Gift
28360,Swinub,Headbutt
28361,Swinub,Mimic
28362,Swinub,Defense Curl
28363,Swinub,Detect
28364,Piloswine,Fury Attack
28365,Piloswine,Ancient Power
28366,Piloswine,Peck
28367,Piloswine,Odor Sleuth
28368,Piloswine,Mud Sport
28369,Piloswine,Powder Snow
28370,Piloswine,Mud Sport
28371,Piloswine,Powder Snow
28372,Piloswine,Mud-Slap
28373,Piloswine,Endure
28374,Piloswine,Mud Bomb
28375,Piloswine,Icy Wind
28376,Piloswine,Ice Fang
28377,Piloswine,Take Down
28378,Piloswine,Mist
28379,Piloswine,Thrash
28380,Piloswine,Earthquake
28381,Piloswine,Blizzard
28382,Piloswine,Amnesia
28383,Piloswine,Roar
28384,Piloswine,Toxic
28385,Piloswine,Hail
28386,Piloswine,Hidden Power
28387,Piloswine,Ice Beam
28388,Piloswine,Blizzard
28389,Piloswine,Hyper Beam
28390,Piloswine,Light Screen
28391,Piloswine,Protect
28392,Piloswine,Rain Dance
28393,Piloswine,Frustration
28394,Piloswine,Earthquake
28395,Piloswine,Return
28396,Piloswine,Double Team
28397,Piloswine,Reflect
28398,Piloswine,Sandstorm
28399,Piloswine,Rock Tomb
28400,Piloswine,Facade
28401,Piloswine,Rest
28402,Piloswine,Attract
28403,Piloswine,Round
28404,Piloswine,Giga Impact
28405,Piloswine,Stone Edge
28406,Piloswine,Bulldoze
28407,Piloswine,Rock Slide
28408,Piloswine,Swagger
28409,Piloswine,Sleep Talk
28410,Piloswine,Substitute
28411,Piloswine,Confide
28412,Piloswine,Take Down
28413,Piloswine,Bite
28414,Piloswine,Body Slam
28415,Piloswine,Ancient Power
28416,Piloswine,Mud Shot
28417,Piloswine,Icicle Spear
28418,Piloswine,Double-Edge
28419,Piloswine,Fissure
28420,Piloswine,Curse
28421,Piloswine,Mud Shot
28422,Piloswine,Avalanche
28423,Piloswine,Stealth Rock
28424,Piloswine,Icicle Crash
28425,Piloswine,Freeze-Dry
28426,Piloswine,Earth Power
28427,Piloswine,Superpower
28428,Piloswine,Icy Wind
28429,Piloswine,Snore
28430,Piloswine,Endeavor
28431,Piloswine,Stealth Rock
28432,Piloswine,Stomping Tantrum
28433,Piloswine,Breakneck Blitz
28434,Piloswine,All-Out Pummeling
28435,Piloswine,Supersonic Skystrike
28436,Piloswine,Tectonic Rage
28437,Piloswine,Continental Crush
28438,Piloswine,Subzero Slammer
28439,Piloswine,Black Hole Eclipse
28440,Piloswine,Tackle
28441,Piloswine,Ice Shard
28442,Piloswine,Flail
28443,Piloswine,Dig
28444,Piloswine,Rock Smash
28445,Piloswine,Secret Power
28446,Piloswine,Strength
28447,Piloswine,Secret Power
28448,Piloswine,Captivate
28449,Piloswine,Natural Gift
28450,Piloswine,Headbutt
28451,Piloswine,Mimic
28452,Piloswine,Defense Curl
28453,Piloswine,Horn Attack
28454,Piloswine,Detect
28455,Corsola,Tackle
28456,Corsola,Harden
28457,Corsola,Bubble
28458,Corsola,Recover
28459,Corsola,Bubble Beam
28460,Corsola,Refresh
28461,Corsola,Ancient Power
28462,Corsola,Spike Cannon
28463,Corsola,Lucky Chant
28464,Corsola,Brine
28465,Corsola,Iron Defense
28466,Corsola,Rock Blast
28467,Corsola,Endure
28468,Corsola,Aqua Ring
28469,Corsola,Power Gem
28470,Corsola,Mirror Coat
28471,Corsola,Earth Power
28472,Corsola,Flail
28473,Corsola,Calm Mind
28474,Corsola,Toxic
28475,Corsola,Hail
28476,Corsola,Hidden Power
28477,Corsola,Sunny Day
28478,Corsola,Ice Beam
28479,Corsola,Blizzard
28480,Corsola,Light Screen
28481,Corsola,Protect
28482,Corsola,Rain Dance
28483,Corsola,Safeguard
28484,Corsola,Frustration
28485,Corsola,Earthquake
28486,Corsola,Return
28487,Corsola,Psychic
28488,Corsola,Shadow Ball
28489,Corsola,Double Team
28490,Corsola,Reflect
28491,Corsola,Sandstorm
28492,Corsola,Rock Tomb
28493,Corsola,Facade
28494,Corsola,Rest
28495,Corsola,Attract
28496,Corsola,Round
28497,Corsola,Scald
28498,Corsola,Explosion
28499,Corsola,Rock Polish
28500,Corsola,Stone Edge
28501,Corsola,Bulldoze
28502,Corsola,Rock Slide
28503,Corsola,Swagger
28504,Corsola,Sleep Talk
28505,Corsola,Substitute
28506,Corsola,Surf
28507,Corsola,Nature Power
28508,Corsola,Confide
28509,Corsola,Screech
28510,Corsola,Mist
28511,Corsola,Amnesia
28512,Corsola,Barrier
28513,Corsola,Ingrain
28514,Corsola,Confuse Ray
28515,Corsola,Icicle Spear
28516,Corsola,Nature Power
28517,Corsola,Aqua Ring
28518,Corsola,Curse
28519,Corsola,Bide
28520,Corsola,Water Pulse
28521,Corsola,Head Smash
28522,Corsola,Camouflage
28523,Corsola,Liquidation
28524,Corsola,Magic Coat
28525,Corsola,Earth Power
28526,Corsola,Iron Defense
28527,Corsola,Icy Wind
28528,Corsola,Snore
28529,Corsola,Water Pulse
28530,Corsola,Endeavor
28531,Corsola,Stealth Rock
28532,Corsola,Liquidation
28533,Corsola,Stomping Tantrum
28534,Corsola,Throat Chop
28535,Corsola,Breakneck Blitz
28536,Corsola,Tectonic Rage
28537,Corsola,Continental Crush
28538,Corsola,Never-Ending Nightmare
28539,Corsola,Hydro Vortex
28540,Corsola,Shattered Psyche
28541,Corsola,Subzero Slammer
28542,Corsola,Black Hole Eclipse
28543,Corsola,All-Out Pummeling
28544,Corsola,Dig
28545,Corsola,Rock Smash
28546,Corsola,Secret Power
28547,Corsola,Strength
28548,Corsola,Secret Power
28549,Corsola,Captivate
28550,Corsola,Natural Gift
28551,Corsola,Whirlpool
28552,Corsola,Sucker Punch
28553,Corsola,Mud-slap
28554,Corsola,Rollout
28555,Corsola,Headbutt
28556,Corsola,Body Slam
28557,Corsola,Double-edge
28558,Corsola,Mimic
28559,Corsola,Defense Curl
28560,Corsola,Self-destruct
28561,Remoraid,Water Gun
28562,Remoraid,Lock-On
28563,Remoraid,Psybeam
28564,Remoraid,Aurora Beam
28565,Remoraid,Bubble Beam
28566,Remoraid,Focus Energy
28567,Remoraid,Water Pulse
28568,Remoraid,Signal Beam
28569,Remoraid,Ice Beam
28570,Remoraid,Bullet Seed
28571,Remoraid,Hydro Pump
28572,Remoraid,Hyper Beam
28573,Remoraid,Soak
28574,Remoraid,Toxic
28575,Remoraid,Hidden Power
28576,Remoraid,Sunny Day
28577,Remoraid,Ice Beam
28578,Remoraid,Blizzard
28579,Remoraid,Hyper Beam
28580,Remoraid,Protect
28581,Remoraid,Rain Dance
28582,Remoraid,Frustration
28583,Remoraid,Smack Down
28584,Remoraid,Return
28585,Remoraid,Psychic
28586,Remoraid,Double Team
28587,Remoraid,Flamethrower
28588,Remoraid,Fire Blast
28589,Remoraid,Facade
28590,Remoraid,Rest
28591,Remoraid,Attract
28592,Remoraid,Thief
28593,Remoraid,Round
28594,Remoraid,Scald
28595,Remoraid,Charge Beam
28596,Remoraid,Thunder Wave
28597,Remoraid,Swagger
28598,Remoraid,Sleep Talk
28599,Remoraid,Substitute
28600,Remoraid,Surf
28601,Remoraid,Waterfall
28602,Remoraid,Confide
28603,Remoraid,Aurora Beam
28604,Remoraid,Octazooka
28605,Remoraid,Supersonic
28606,Remoraid,Haze
28607,Remoraid,Screech
28608,Remoraid,Rock Blast
28609,Remoraid,Snore
28610,Remoraid,Flail
28611,Remoraid,Water Spout
28612,Remoraid,Mud Shot
28613,Remoraid,Swift
28614,Remoraid,Acid Spray
28615,Remoraid,Water Pulse
28616,Remoraid,Entrainment
28617,Remoraid,Signal Beam
28618,Remoraid,Seed Bomb
28619,Remoraid,Bounce
28620,Remoraid,Gunk Shot
28621,Remoraid,Icy Wind
28622,Remoraid,Snore
28623,Remoraid,Water Pulse
28624,Remoraid,Breakneck Blitz
28625,Remoraid,Supersonic Skystrike
28626,Remoraid,Acid Downpour
28627,Remoraid,Tectonic Rage
28628,Remoraid,Continental Crush
28629,Remoraid,Savage Spin-Out
28630,Remoraid,Inferno Overdrive
28631,Remoraid,Hydro Vortex
28632,Remoraid,Bloom Doom
28633,Remoraid,Gigavolt Havoc
28634,Remoraid,Shattered Psyche
28635,Remoraid,Subzero Slammer
28636,Remoraid,Black Hole Eclipse
28637,Remoraid,Incinerate
28638,Remoraid,Secret Power
28639,Remoraid,Dive
28640,Remoraid,Secret Power
28641,Remoraid,Brine
28642,Remoraid,Endure
28643,Remoraid,Captivate
28644,Remoraid,Natural Gift
28645,Remoraid,Whirlpool
28646,Remoraid,Mud-slap
28647,Remoraid,String Shot
28648,Remoraid,Double-edge
28649,Remoraid,Mimic
28650,Remoraid,Defense Curl
28651,Remoraid,Curse
28652,Octillery,Octazooka
28653,Octillery,Gunk Shot
28654,Octillery,Rock Blast
28655,Octillery,Water Gun
28656,Octillery,Constrict
28657,Octillery,Psybeam
28658,Octillery,Aurora Beam
28659,Octillery,Constrict
28660,Octillery,Psybeam
28661,Octillery,Aurora Beam
28662,Octillery,Bubble Beam
28663,Octillery,Focus Energy
28664,Octillery,Wring Out
28665,Octillery,Signal Beam
28666,Octillery,Ice Beam
28667,Octillery,Bullet Seed
28668,Octillery,Hydro Pump
28669,Octillery,Hyper Beam
28670,Octillery,Soak
28671,Octillery,Toxic
28672,Octillery,Hidden Power
28673,Octillery,Sunny Day
28674,Octillery,Ice Beam
28675,Octillery,Blizzard
28676,Octillery,Hyper Beam
28677,Octillery,Protect
28678,Octillery,Rain Dance
28679,Octillery,Frustration
28680,Octillery,Smack Down
28681,Octillery,Return
28682,Octillery,Psychic
28683,Octillery,Double Team
28684,Octillery,Sludge Wave
28685,Octillery,Flamethrower
28686,Octillery,Sludge Bomb
28687,Octillery,Fire Blast
28688,Octillery,Facade
28689,Octillery,Rest
28690,Octillery,Attract
28691,Octillery,Thief
28692,Octillery,Round
28693,Octillery,Energy Ball
28694,Octillery,Scald
28695,Octillery,Charge Beam
28696,Octillery,Payback
28697,Octillery,Giga Impact
28698,Octillery,Thunder Wave
28699,Octillery,Swagger
28700,Octillery,Sleep Talk
28701,Octillery,Substitute
28702,Octillery,Flash Cannon
28703,Octillery,Surf
28704,Octillery,Waterfall
28705,Octillery,Confide
28706,Octillery,Aurora Beam
28707,Octillery,Octazooka
28708,Octillery,Supersonic
28709,Octillery,Haze
28710,Octillery,Screech
28711,Octillery,Rock Blast
28712,Octillery,Snore
28713,Octillery,Flail
28714,Octillery,Water Spout
28715,Octillery,Mud Shot
28716,Octillery,Swift
28717,Octillery,Acid Spray
28718,Octillery,Water Pulse
28719,Octillery,Entrainment
28720,Octillery,Signal Beam
28721,Octillery,Seed Bomb
28722,Octillery,Bounce
28723,Octillery,Gunk Shot
28724,Octillery,Icy Wind
28725,Octillery,Bind
28726,Octillery,Snore
28727,Octillery,Water Pulse
28728,Octillery,Breakneck Blitz
28729,Octillery,Supersonic Skystrike
28730,Octillery,Acid Downpour
28731,Octillery,Tectonic Rage
28732,Octillery,Continental Crush
28733,Octillery,Savage Spin-Out
28734,Octillery,Corkscrew Crash
28735,Octillery,Inferno Overdrive
28736,Octillery,Hydro Vortex
28737,Octillery,Bloom Doom
28738,Octillery,Gigavolt Havoc
28739,Octillery,Shattered Psyche
28740,Octillery,Subzero Slammer
28741,Octillery,Black Hole Eclipse
28742,Octillery,Lock-on
28743,Octillery,Water Pulse
28744,Octillery,Incinerate
28745,Octillery,Secret Power
28746,Octillery,Dive
28747,Octillery,Secret Power
28748,Octillery,Brine
28749,Octillery,Endure
28750,Octillery,Captivate
28751,Octillery,Natural Gift
28752,Octillery,Whirlpool
28753,Octillery,Mud-slap
28754,Octillery,String Shot
28755,Octillery,Double-edge
28756,Octillery,Seismic Toss
28757,Octillery,Mimic
28758,Octillery,Defense Curl
28759,Octillery,Curse
28760,Delibird,Present
28761,Delibird,Drill Peck
28762,Delibird,Toxic
28763,Delibird,Hail
28764,Delibird,Hidden Power
28765,Delibird,Ice Beam
28766,Delibird,Blizzard
28767,Delibird,Protect
28768,Delibird,Rain Dance
28769,Delibird,Frustration
28770,Delibird,Return
28771,Delibird,Brick Break
28772,Delibird,Double Team
28773,Delibird,Aerial Ace
28774,Delibird,Facade
28775,Delibird,Rest
28776,Delibird,Attract
28777,Delibird,Thief
28778,Delibird,Round
28779,Delibird,Fling
28780,Delibird,Brutal Swing
28781,Delibird,Aurora Veil
28782,Delibird,Fly
28783,Delibird,Frost Breath
28784,Delibird,Swagger
28785,Delibird,Sleep Talk
28786,Delibird,Substitute
28787,Delibird,Confide
28788,Delibird,Aurora Beam
28789,Delibird,Quick Attack
28790,Delibird,Future Sight
28791,Delibird,Splash
28792,Delibird,Rapid Spin
28793,Delibird,Ice Ball
28794,Delibird,Ice Shard
28795,Delibird,Ice Punch
28796,Delibird,Fake Out
28797,Delibird,Bestow
28798,Delibird,Icy Wind
28799,Delibird,Freeze-Dry
28800,Delibird,Destiny Bond
28801,Delibird,Spikes
28802,Delibird,CounterUSUM Only
28803,Delibird,Signal Beam
28804,Delibird,Seed Bomb
28805,Delibird,Bounce
28806,Delibird,Gunk Shot
28807,Delibird,Ice Punch
28808,Delibird,Icy Wind
28809,Delibird,Snore
28810,Delibird,Sky Attack
28811,Delibird,Focus Punch
28812,Delibird,Water Pulse
28813,Delibird,Recycle
28814,Delibird,Defog
28815,Delibird,Breakneck Blitz
28816,Delibird,All-Out Pummeling
28817,Delibird,Supersonic Skystrike
28818,Delibird,Acid Downpour
28819,Delibird,Savage Spin-Out
28820,Delibird,Hydro Vortex
28821,Delibird,Bloom Doom
28822,Delibird,Shattered Psyche
28823,Delibird,Subzero Slammer
28824,Delibird,Black Hole Eclipse
28825,Delibird,Tectonic Rage
28826,Delibird,Continental Crush
28827,Delibird,Secret Power
28828,Delibird,Power-up Punch
28829,Delibird,Pluck
28830,Delibird,Secret Power
28831,Delibird,Endure
28832,Delibird,Avalanche
28833,Delibird,Captivate
28834,Delibird,Natural Gift
28835,Delibird,Swift
28836,Delibird,Mud-slap
28837,Delibird,Rollout
28838,Delibird,Headbutt
28839,Delibird,Mega Punch
28840,Delibird,Mega Kick
28841,Delibird,Body Slam
28842,Delibird,Double-edge
28843,Delibird,Seismic Toss
28844,Delibird,Mimic
28845,Delibird,Sky Attack
28846,Delibird,Curse
28847,Delibird,Detect
28848,Mantine,Psybeam
28849,Mantine,Bullet Seed
28850,Mantine,Signal Beam
28851,Mantine,Roost
28852,Mantine,Tackle
28853,Mantine,Bubble
28854,Mantine,Supersonic
28855,Mantine,Bubble Beam
28856,Mantine,Supersonic
28857,Mantine,Bubble Beam
28858,Mantine,Confuse Ray
28859,Mantine,Wing Attack
28860,Mantine,Headbutt
28861,Mantine,Water Pulse
28862,Mantine,Wide Guard
28863,Mantine,Take Down
28864,Mantine,Agility
28865,Mantine,Air Slash
28866,Mantine,Aqua Ring
28867,Mantine,Bounce
28868,Mantine,Hydro Pump
28869,Mantine,Toxic
28870,Mantine,Hail
28871,Mantine,Hidden Power
28872,Mantine,Ice Beam
28873,Mantine,Blizzard
28874,Mantine,Hyper Beam
28875,Mantine,Protect
28876,Mantine,Rain Dance
28877,Mantine,Roost
28878,Mantine,Frustration
28879,Mantine,Earthquake
28880,Mantine,Return
28881,Mantine,Double Team
28882,Mantine,Rock Tomb
28883,Mantine,Aerial Ace
28884,Mantine,Facade
28885,Mantine,Rest
28886,Mantine,Attract
28887,Mantine,Round
28888,Mantine,Scald
28889,Mantine,Acrobatics
28890,Mantine,Giga Impact
28891,Mantine,Bulldoze
28892,Mantine,Rock Slide
28893,Mantine,Swagger
28894,Mantine,Sleep Talk
28895,Mantine,Substitute
28896,Mantine,Surf
28897,Mantine,Waterfall
28898,Mantine,Confide
28899,Mantine,Twister
28900,Mantine,Hydro Pump
28901,Mantine,Haze
28902,Mantine,Slam
28903,Mantine,Mud Sport
28904,Mantine,Mirror Coat
28905,Mantine,Water Sport
28906,Mantine,Splash
28907,Mantine,Wide Guard
28908,Mantine,Amnesia
28909,Mantine,Signal Beam
28910,Mantine,Iron Head
28911,Mantine,Seed Bomb
28912,Mantine,Bounce
28913,Mantine,Gunk Shot
28914,Mantine,Icy Wind
28915,Mantine,Aqua Tail
28916,Mantine,Snore
28917,Mantine,Tailwind
28918,Mantine,Water Pulse
28919,Mantine,Helping Hand
28920,Mantine,Defog
28921,Mantine,Liquidation
28922,Mantine,Breakneck Blitz
28923,Mantine,Supersonic Skystrike
28924,Mantine,Acid Downpour
28925,Mantine,Tectonic Rage
28926,Mantine,Continental Crush
28927,Mantine,Savage Spin-Out
28928,Mantine,Corkscrew Crash
28929,Mantine,Hydro Vortex
28930,Mantine,Bloom Doom
28931,Mantine,Shattered Psyche
28932,Mantine,Subzero Slammer
28933,Mantine,Devastating Drake
28934,Mantine,Tectonic Rage
28935,Mantine,Signal Beam
28936,Mantine,Tailwind
28937,Mantine,Secret Power
28938,Mantine,Dive
28939,Mantine,Secret Power
28940,Mantine,Brine
28941,Mantine,Endure
28942,Mantine,Captivate
28943,Mantine,Natural Gift
28944,Mantine,Whirlpool
28945,Mantine,Air Cutter
28946,Mantine,Swift
28947,Mantine,Mud-slap
28948,Mantine,String Shot
28949,Mantine,Body Slam
28950,Mantine,Double-edge
28951,Mantine,Mimic
28952,Mantine,Curse
28953,Skarmory,Leer
28954,Skarmory,Peck
28955,Skarmory,Sand Attack
28956,Skarmory,Metal Claw
28957,Skarmory,Air Cutter
28958,Skarmory,Fury Attack
28959,Skarmory,Feint
28960,Skarmory,Swift
28961,Skarmory,Spikes
28962,Skarmory,Agility
28963,Skarmory,Steel Wing
28964,Skarmory,Slash
28965,Skarmory,Metal Sound
28966,Skarmory,Air Slash
28967,Skarmory,Autotomize
28968,Skarmory,Night Slash
28969,Skarmory,Roar
28970,Skarmory,Toxic
28971,Skarmory,Hidden Power
28972,Skarmory,Sunny Day
28973,Skarmory,Taunt
28974,Skarmory,Protect
28975,Skarmory,Roost
28976,Skarmory,Frustration
28977,Skarmory,Return
28978,Skarmory,Double Team
28979,Skarmory,Sandstorm
