,name,moves
75,Graveler,"['Tackle', 'Defense Curl', 'Rock Polish', 'Rollout', 'Bulldoze', 'Rock Throw', 'Smack Down', 'Self-Destruct', 'Stealth Rock', 'Rock Blast', 'Earthquake', 'Explosion', 'Double-Edge', 'Stone Edge', 'Tackle', 'Defense Curl', 'Charge', 'Rock Polish', 'Rollout', 'Spark', 'Rock Throw', 'Smack Down', 'Thunder Punch', 'Self-Destruct', 'Stealth Rock', 'Rock Blast', 'Discharge', 'Explosion', 'Double-Edge', 'Stone Edge', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Charge Beam', 'Facade', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Volt Switch', 'Sunny Day', 'Sandstorm', 'Dig', 'Brick Break', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Sleep Talk', 'Rock Blast', 'Metronome', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Iron Head', 'Substitute', 'Iron Defense', 'Stealth Rock', 'Heavy Slam', 'Flamethrower', 'Thunderbolt', 'Earth Power', 'Electric Terrain', 'Fire Blast', 'Wild Charge', 'Earthquake', 'Stone Edge', 'Focus Blast', 'Thunder', 'Tera Blast', 'Charge', 'Smack Down', 'Gyro Ball', 'High Horsepower', 'Focus Punch', 'Double-Edge', 'Supercell Slam', 'Electroweb', 'Curse', 'Hard Press', 'Mega Punch', 'Curse', 'Flail', 'Dynamic Punch', 'Block', 'Hammer Arm', 'Wide Guard', 'Counter', 'Screech', 'Zap Cannon', 'Endure']"
76,Golem,"['Tackle', 'Defense Curl', 'Rock Polish', 'Heavy Slam', 'Rock Throw', 'Smack Down', 'Bulldoze', 'Self-Destruct', 'Stealth Rock', 'Rock Blast', 'Earthquake', 'Explosion', 'Double-Edge', 'Stone Edge', 'Tackle', 'Defense Curl', 'Charge', 'Rock Polish', 'Heavy Slam', 'Spark', 'Rock Throw', 'Smack Down', 'Thunder Punch', 'Self-Destruct', 'Stealth Rock', 'Rock Blast', 'Discharge', 'Explosion', 'Double-Edge', 'Stone Edge', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Charge Beam', 'Facade', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Volt Switch', 'Sunny Day', 'Sandstorm', 'Dig', 'Brick Break', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Sleep Talk', 'Rock Blast', 'Metronome', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Iron Head', 'Substitute', 'Iron Defense', 'Stealth Rock', 'Heavy Slam', 'Flamethrower', 'Thunderbolt', 'Earth Power', 'Electric Terrain', 'Fire Blast', 'Wild Charge', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Roar', 'Charge', 'Smack Down', 'Gyro Ball', 'High Horsepower', 'Focus Punch', 'Double-Edge', 'Supercell Slam', 'Electroweb', 'Meteor Beam', 'Curse', 'Hard Press', 'Mega Punch', 'Curse', 'Flail', 'Dynamic Punch', 'Block', 'Hammer Arm', 'Wide Guard', 'Counter', 'Screech', 'Zap Cannon', 'Endure', 'Rollout']"
77,Ponyta,[]
78,Rapidash,[]
79,Slowpoke,"['Tackle', 'Confusion', 'Curse', 'Growl', 'Water Gun', 'Psybeam', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Psychic', 'Tackle', 'Confusion', 'Curse', 'Growl', 'Water Gun', 'Psybeam', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Psychic', 'Headbutt', 'Psyshock', 'Calm Mind', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Swift', 'Dig', 'Body Slam', 'Endure', 'Fire Blast', 'Water Pulse', 'Mud Shot', 'Icy Wind', 'Safeguard', 'Zen Headbutt', 'Flamethrower', 'Psychic', 'Earthquake', 'Whirlpool', 'Surf', 'Shadow Ball', 'Liquidation', 'Substitute', 'Iron Tail', 'Curse', 'Hydro Pump', 'Waterfall', 'Blizzard', 'Icy Wind ', 'Tackle', 'Curse', 'Growl', 'Water Gun', 'Yawn', 'Confusion', 'Disable', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Slack Off', 'Psychic', 'Psych Up', 'Rain Dance', 'Heal Pulse', 'Tackle', 'Curse', 'Growl', 'Acid', 'Yawn', 'Confusion', 'Disable', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Slack Off', 'Psychic', 'Psych Up', 'Rain Dance', 'Heal Pulse', 'Take Down', 'Protect', 'Water Pulse', 'Psybeam', 'Chilling Water', 'Facade', 'Bulldoze', 'Swift', 'Icy Wind', 'Mud Shot', 'Stored Power', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Snowscape', 'Psyshock', 'Dig', 'Zen Headbutt', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Light Screen', 'Waterfall', 'Grass Knot', 'Thunder Wave', 'Rest', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Liquidation', 'Shadow Ball', 'Psychic', 'Surf', 'Flamethrower', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Ice Beam', 'Psychic Terrain', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Earthquake', 'Trick Room', 'Tera Blast', 'Weather Ball', 'Psych Up', 'Whirlpool', 'Expanding Force', 'Curse', 'Stomp', 'Belly Drum', 'Block', 'Belch']"
80,Slowbro,"['Tackle', 'Confusion', 'Curse', 'Growl', 'Water Gun', 'Psybeam', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Psychic', 'Future Sight', 'Tackle', 'Confusion', 'Curse', 'Growl', 'Water Gun', 'Psybeam', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Poison Jab', 'Surf', 'Sludge Bomb', 'Psychic', 'Future Sight', 'Headbutt', 'Psyshock', 'Calm Mind', 'Toxic', 'Thunder Wave', 'Ice Beam', 'Light Screen', 'Protect', 'Power Gem', 'Thunder Punch', 'Ice Punch', 'Swift', 'Dig', 'Fire Punch', 'Body Slam', 'Endure', 'Fire Blast', 'Water Pulse', 'Hyper Beam', 'Mud Shot', 'Icy Wind', 'Safeguard', 'Sludge Bomb', 'Giga Impact', 'Double-Edge', 'Zen Headbutt', 'Future Sight', 'Flamethrower', 'Psychic', 'Earthquake', 'Whirlpool', 'Surf', 'Shadow Ball', 'Liquidation', 'Poison Jab', 'Nasty Plot', 'Substitute', 'Iron Tail', 'Toxic Spikes', 'Curse', 'Hydro Pump', 'Heal Block', 'Waterfall', 'Metronome', 'Gunk Shot', 'Focus Blast', 'Blizzard', 'Ice Beam ', 'Withdraw', 'Tackle', 'Growl', 'Water Gun', 'Curse', 'Yawn', 'Confusion', 'Disable', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Slack Off', 'Psychic', 'Psych Up', 'Rain Dance', 'Heal Pulse', 'Shell Side Arm', 'Tackle', 'Growl', 'Acid', 'Withdraw', 'Curse', 'Yawn', 'Confusion', 'Disable', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Amnesia', 'Surf', 'Slack Off', 'Psychic', 'Psych Up', 'Rain Dance', 'Heal Pulse', 'Take Down', 'Scary Face', 'Protect', 'Ice Fang', 'Water Pulse', 'Acid Spray', 'Psybeam', 'Chilling Water', 'Facade', 'Bulldoze', 'Swift', 'Icy Wind', 'Mud Shot', 'Stored Power', 'Fling', 'Venoshock', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Snowscape', 'Psyshock', 'Dig', 'Brick Break', 'Zen Headbutt', 'Foul Play', 'Body Slam', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Light Screen', 'Rock Blast', 'Waterfall', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Poison Jab', 'Rest', 'Body Press', 'Imprison', 'Skill Swap', 'Power Gem', 'Gunk Shot', 'Substitute', 'Iron Defense', 'Trick', 'Liquidation', 'Shadow Ball', 'Psychic', 'Surf', 'Flamethrower', 'Amnesia', 'Calm Mind', 'Helping Hand', 'Ice Beam', 'Psychic Terrain', 'Nasty Plot', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Sludge Bomb', 'Earthquake', 'Giga Impact', 'Focus Blast', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Haze', 'Toxic', 'Smack Down', 'Scald', 'Focus Punch', 'Weather Ball', 'Psych Up', 'Double-Edge', 'Whirlpool', 'Muddy Water', 'Sludge Wave', 'Future Sight', 'Expanding Force', 'Curse', 'Psychic Noise', 'Stomp', 'Belly Drum', 'Block', 'Belch', 'Future Sight']"
81,Magnemite,"['Tackle', 'Thunder Shock', 'Supersonic', 'Thunder Wave', 'Electro Ball', 'Gyro Ball', 'Spark', 'Screech', 'Magnet Rise', 'Flash Cannon', 'Discharge', 'Metal Sound', 'Light Screen', 'Lock-On', 'Zap Cannon', 'Take Down', 'Protect', 'Confuse Ray', 'Charge Beam', 'Facade', 'Swift', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Flash Cannon', 'Eerie Impulse', 'Iron Head', 'Substitute', 'Iron Defense', 'Heavy Slam', 'Thunderbolt', 'Helping Hand', 'Electric Terrain', 'Wild Charge', 'Thunder', 'Steel Beam', 'Tera Blast', 'Charge', 'Gravity', 'Gyro Ball', 'Electroweb', 'Metal Sound', 'Explosion', 'Electroweb']"
82,Magneton,"['Tri Attack', 'Thunder Wave', 'Electric Terrain', 'Tackle', 'Supersonic', 'Thunder Shock', 'Electro Ball', 'Gyro Ball', 'Spark', 'Screech', 'Magnet Rise', 'Flash Cannon', 'Discharge', 'Metal Sound', 'Light Screen', 'Lock-On', 'Zap Cannon', 'Take Down', 'Protect', 'Confuse Ray', 'Charge Beam', 'Facade', 'Swift', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Flash Cannon', 'Eerie Impulse', 'Iron Head', 'Substitute', 'Iron Defense', 'Heavy Slam', 'Thunderbolt', 'Helping Hand', 'Electric Terrain', 'Wild Charge', 'Hyper Beam', 'Thunder', 'Steel Beam', 'Tera Blast', 'Charge', 'Gravity', 'Gyro Ball', 'Electroweb', 'Metal Sound', 'Explosion', 'Electroweb']"
83,Farfetch'd,[]
84,Doduo,"['Growl', 'Peck', 'Quick Attack', 'Fury Attack', 'Pluck', 'Double Hit', 'Agility', 'Uproar', 'Acupressure', 'Swords Dance', 'Drill Peck', 'Endeavor', 'Thrash', 'Take Down', 'Agility', 'Mud-Slap', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Facade', 'Aerial Ace', 'Swift', 'Endure', 'Sunny Day', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Rest', 'Swords Dance', 'Substitute', 'Tailwind', 'Helping Hand', 'Baton Pass', 'Brave Bird', 'Tera Blast', 'Knock Off', 'Lunge', 'Uproar', 'Double-Edge', 'Endeavor', 'Feather Dance', 'Throat Chop', 'Whirlwind', 'Sky Attack', 'Flail', 'Assurance']"
85,Dodrio,"['Tri Attack', 'Growl', 'Peck', 'Quick Attack', 'Fury Attack', 'Pluck', 'Double Hit', 'Agility', 'Uproar', 'Acupressure', 'Swords Dance', 'Drill Peck', 'Endeavor', 'Thrash', 'Take Down', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Aerial Ace', 'Swift', 'Endure', 'Sunny Day', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Taunt', 'Swords Dance', 'Fly', 'Substitute', 'Drill Run', 'Tailwind', 'Helping Hand', 'Baton Pass', 'Giga Impact', 'Hyper Beam', 'Brave Bird', 'Tera Blast', 'Knock Off', 'Lunge', 'Uproar', 'Double-Edge', 'Endeavor', 'Feather Dance', 'Throat Chop', 'Whirlwind', 'Sky Attack', 'Flail', 'Assurance']"
86,Seel,"['Headbutt', 'Growl', 'Charm', 'Icy Wind', 'Encore', 'Ice Shard', 'Rest', 'Aqua Ring', 'Aurora Beam', 'Aqua Jet', 'Brine', 'Take Down', 'Dive', 'Aqua Tail', 'Ice Beam', 'Safeguard', 'Snowscape', 'Take Down', 'Charm', 'Protect', 'Water Pulse', 'Thief', 'Chilling Water', 'Facade', 'Icy Wind', 'Fling', 'Avalanche', 'Endure', 'Rain Dance', 'Snowscape', 'Smart Strike', 'Body Slam', 'Sleep Talk', 'Waterfall', 'Rest', 'Substitute', 'Drill Run', 'Encore', 'Surf', 'Ice Spinner', 'Helping Hand', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Tera Blast', 'Haze', 'Icicle Spear', 'Uproar', 'Weather Ball', 'Flip Turn', 'Double-Edge', 'Whirlpool', 'Muddy Water', 'Triple Axel', 'Curse', 'Horn Drill', 'Disable', 'Lick', 'Perish Song', 'Fake Out', 'Stockpile', 'Spit Up', 'Swallow', 'Entrainment', 'Belch']"
87,Dewgong,"['Sheer Cold', 'Headbutt', 'Growl', 'Icy Wind', 'Encore', 'Ice Shard', 'Rest', 'Aqua Ring', 'Aurora Beam', 'Aqua Jet', 'Brine', 'Take Down', 'Dive', 'Aqua Tail', 'Ice Beam', 'Safeguard', 'Snowscape', 'Take Down', 'Charm', 'Protect', 'Water Pulse', 'Thief', 'Chilling Water', 'Facade', 'Icy Wind', 'Fling', 'Avalanche', 'Endure', 'Rain Dance', 'Snowscape', 'Smart Strike', 'Body Slam', 'Sleep Talk', 'Waterfall', 'Rest', 'Substitute', 'Drill Run', 'Liquidation', 'Encore', 'Surf', 'Ice Spinner', 'Play Rough', 'Helping Hand', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Haze', 'Knock Off', 'Icicle Spear', 'Uproar', 'Weather Ball', 'Flip Turn', 'Double-Edge', 'Endeavor', 'Whirlpool', 'Muddy Water', 'Triple Axel', 'Curse', 'Alluring Voice', 'Horn Drill', 'Disable', 'Lick', 'Perish Song', 'Fake Out', 'Stockpile', 'Spit Up', 'Swallow', 'Entrainment', 'Belch', 'Charm']"
88,Grimer,"['Pound', 'Poison Gas', 'Harden', 'Mud-Slap', 'Disable', 'Sludge', 'Mud Shot', 'Minimize', 'Toxic', 'Sludge Bomb', 'Sludge Wave', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', 'Pound', 'Poison Gas', 'Harden', 'Bite', 'Disable', 'Acid Spray', 'Poison Fang', 'Minimize', 'Toxic', 'Knock Off', 'Crunch', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Thief', 'Facade', 'Hex', 'Snarl', 'Swift', 'Mud Shot', 'Rock Tomb', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Metronome', 'Poison Jab', 'Rest', 'Rock Slide', 'Taunt', 'Imprison', 'Dark Pulse', 'Gunk Shot', 'Substitute', 'Crunch', 'Giga Drain', 'Shadow Ball', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Fire Blast', 'Sludge Bomb', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Haze', 'Toxic', 'Spite', 'Knock Off', 'Pain Split', 'Sludge Wave', 'Curse', 'Haze', 'Curse', 'Mean Look', 'Stockpile', 'Spit Up', 'Swallow', 'Shadow Punch', 'Shadow Sneak', 'Acid Spray', 'Spite', 'Recycle', 'Assurance', 'Clear Smog']"
89,Muk,"['Pound', 'Harden', 'Poison Gas', 'Mud-Slap', 'Disable', 'Sludge', 'Mud Shot', 'Minimize', 'Toxic', 'Sludge Bomb', 'Sludge Wave', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', 'Pound', 'Bite', 'Harden', 'Poison Gas', 'Disable', 'Acid Spray', 'Poison Fang', 'Minimize', 'Toxic', 'Knock Off', 'Crunch', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Thief', 'Facade', 'Hex', 'Snarl', 'Swift', 'Mud Shot', 'Rock Tomb', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Metronome', 'Poison Jab', 'Rest', 'Rock Slide', 'Taunt', 'Toxic Spikes', 'Imprison', 'Dark Pulse', 'Gunk Shot', 'Substitute', 'Crunch', 'Giga Drain', 'Shadow Ball', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Fire Blast', 'Sludge Bomb', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Haze', 'Toxic', 'Spite', 'Knock Off', 'Lunge', 'Focus Punch', 'Lash Out', 'Pain Split', 'Sludge Wave', 'Curse', 'Haze', 'Curse', 'Mean Look', 'Stockpile', 'Spit Up', 'Swallow', 'Shadow Punch', 'Shadow Sneak', 'Acid Spray', 'Spite', 'Recycle', 'Assurance', 'Clear Smog']"
90,Shellder,"['Tackle', 'Water Gun', 'Withdraw', 'Ice Shard', 'Leer', 'Whirlpool', 'Supersonic', 'Aurora Beam', 'Protect', 'Razor Shell', 'Iron Defense', 'Ice Beam', 'Shell Smash', 'Hydro Pump', 'Take Down', 'Protect', 'Water Pulse', 'Chilling Water', 'Facade', 'Swift', 'Icy Wind', 'Mud Shot', 'Avalanche', 'Endure', 'Rain Dance', 'Snowscape', 'Sleep Talk', 'Rock Blast', 'Waterfall', 'Rest', 'Spikes', 'Toxic Spikes', 'Substitute', 'Iron Defense', 'Liquidation', 'Surf', 'Ice Spinner', 'Helping Hand', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Tera Blast', 'Icicle Spear', 'Whirlpool', 'Bubble Beam', 'Water Pulse', 'Aqua Ring', 'Life Dew']"
91,Cloyster,"['Icicle Spear', 'Icicle Crash', 'Shell Smash', 'Ice Shard', 'Toxic Spikes', 'Iron Defense', 'Whirlpool', 'Spikes', 'Protect', 'Withdraw', 'Aurora Beam', 'Ice Beam', 'Hydro Pump', 'Water Gun', 'Supersonic', 'Leer', 'Tackle', 'Razor Shell', 'Take Down', 'Scary Face', 'Protect', 'Water Pulse', 'Chilling Water', 'Facade', 'Swift', 'Icy Wind', 'Mud Shot', 'Avalanche', 'Endure', 'Rain Dance', 'Snowscape', 'Smart Strike', 'Body Slam', 'Sleep Talk', 'Light Screen', 'Rock Blast', 'Waterfall', 'Poison Jab', 'Rest', 'Spikes', 'Toxic Spikes', 'Substitute', 'Iron Defense', 'Drill Run', 'Liquidation', 'Surf', 'Ice Spinner', 'Helping Hand', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Icicle Spear', 'Weather Ball', 'Whirlpool', 'Bubble Beam', 'Water Pulse', 'Aqua Ring', 'Life Dew']"
92,Gastly,"['Confuse Ray', 'Lick', 'Hypnosis', 'Confusion', 'Shadow Sneak', 'Curse', 'Haze', 'Icy Wind', 'Dark Pulse', 'Shadow Ball', 'Perish Song', 'Toxic', 'Protect', 'Energy Ball', 'Endure', 'Giga Drain', 'Self-Destruct', 'Icy Wind', 'Sludge Bomb', 'Will-O-Wisp', 'Psychic', 'Thunderbolt', 'Shadow Ball', 'Poison Jab', 'Nasty Plot', 'Substitute', 'Dark Pulse', 'Curse', 'Dazzling Gleam', 'Taunt', 'Gunk Shot', 'Thunder', 'Psychic ', 'Confuse Ray', 'Lick', 'Hypnosis', 'Mean Look', 'Payback', 'Spite', 'Curse', 'Hex', 'Night Shade', 'Sucker Punch', 'Dark Pulse', 'Shadow Ball', 'Destiny Bond', 'Dream Eater', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Thief', 'Facade', 'Hex', 'Icy Wind', 'Night Shade', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Foul Play', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Dazzling Gleam', 'Poison Jab', 'Rest', 'Taunt', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Gunk Shot', 'Substitute', 'Will-O-Wisp', 'Trick', 'Giga Drain', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Thunderbolt', 'Nasty Plot', 'Sludge Bomb', 'Trick Room', 'Thunder', 'Tera Blast', 'Haze', 'Toxic', 'Spite', 'Poltergeist', 'Pain Split', 'Psych Up', 'Sludge Wave', 'Skitter Smack', 'Curse', 'Disable', 'Toxic', 'Haze', 'Smog', 'Perish Song', 'Astonish', 'Clear Smog', 'Reflect Type']"
93,Haunter,"['Confuse Ray', 'Lick', 'Hypnosis', 'Confusion', 'Shadow Sneak', 'Shadow Claw', 'Curse', 'Haze', 'Icy Wind', 'Dark Pulse', 'Shadow Ball', 'Sludge Wave', 'Perish Song', 'Phantom Force', 'Toxic', 'Protect', 'Thunder Punch', 'Ice Punch', 'Energy Ball', 'Fire Punch', 'Endure', 'Giga Drain', 'Self-Destruct', 'Icy Wind', 'Sludge Bomb', 'Will-O-Wisp', 'Shadow Claw', 'Psychic', 'Thunderbolt', 'Shadow Ball', 'Poison Jab', 'Nasty Plot', 'Substitute', 'Toxic Spikes', 'Dark Pulse', 'Curse', 'Dazzling Gleam', 'Taunt', 'Metronome', 'Gunk Shot', 'Thunder', 'Thunderbolt ', 'Shadow Punch', 'Hypnosis', 'Confuse Ray', 'Lick', 'Mean Look', 'Payback', 'Spite', 'Curse', 'Hex', 'Night Shade', 'Sucker Punch', 'Dark Pulse', 'Shadow Ball', 'Destiny Bond', 'Dream Eater', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Thief', 'Facade', 'Hex', 'Icy Wind', 'Night Shade', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Shadow Claw', 'Foul Play', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Dazzling Gleam', 'Metronome', 'Poison Jab', 'Rest', 'Taunt', 'Toxic Spikes', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Gunk Shot', 'Substitute', 'Will-O-Wisp', 'Trick', 'Giga Drain', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Encore', 'Thunderbolt', 'Nasty Plot', 'Sludge Bomb', 'Phantom Force', 'Focus Blast', 'Trick Room', 'Thunder', 'Tera Blast', 'Haze', 'Toxic', 'Spite', 'Poltergeist', 'Pain Split', 'Psych Up', 'Sludge Wave', 'Skitter Smack', 'Curse', 'Disable', 'Toxic', 'Haze', 'Smog', 'Perish Song', 'Astonish', 'Clear Smog', 'Reflect Type']"
94,Gengar,"['Confuse Ray', 'Lick', 'Hypnosis', 'Confusion', 'Shadow Sneak', 'Shadow Claw', 'Curse', 'Haze', 'Icy Wind', 'Dark Pulse', 'Shadow Ball', 'Sludge Wave', 'Perish Song', 'Phantom Force', 'Toxic', 'Thunder Wave', 'Protect', 'Thunder Punch', 'Ice Punch', 'Energy Ball', 'Fire Punch', 'Endure', 'Giga Drain', 'Hyper Beam', 'Self-Destruct', 'Icy Wind', 'Sludge Bomb', 'Giga Impact', 'Will-O-Wisp', 'Shadow Claw', 'Psychic', 'Thunderbolt', 'Shadow Ball', 'Poison Jab', 'Nasty Plot', 'Substitute', 'Toxic Spikes', 'Dark Pulse', 'Curse', 'Dazzling Gleam', 'Taunt', 'Metronome', 'Gunk Shot', 'Focus Blast', 'Thunder', 'Dazzling Gleam ', 'Mean Look', 'Shadow Punch', 'Reflect Type', 'Perish Song', 'Confuse Ray', 'Lick', 'Hypnosis', 'Payback', 'Spite', 'Curse', 'Hex', 'Night Shade', 'Sucker Punch', 'Dark Pulse', 'Shadow Ball', 'Destiny Bond', 'Dream Eater', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Thief', 'Facade', 'Hex', 'Icy Wind', 'Night Shade', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Brick Break', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Dazzling Gleam', 'Metronome', 'Thunder Wave', 'Poison Jab', 'Rest', 'Taunt', 'Toxic Spikes', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Gunk Shot', 'Substitute', 'Will-O-Wisp', 'Trick', 'Giga Drain', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Encore', 'Thunderbolt', 'Nasty Plot', 'Sludge Bomb', 'Phantom Force', 'Giga Impact', 'Focus Blast', 'Trick Room', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Haze', 'Toxic', 'Spite', 'Knock Off', 'Focus Punch', 'Poltergeist', 'Pain Split', 'Psych Up', 'Sludge Wave', 'Skitter Smack', 'Curse', 'Psychic Noise', 'Disable', 'Toxic', 'Haze', 'Smog', 'Perish Song', 'Astonish', 'Clear Smog', 'Reflect Type']"
95,Onix,"['Tackle', 'Rock Throw', 'Harden', 'Dragon Breath', 'Curse', 'Rock Slide', 'Breaking Swipe', 'Screech', 'Sand Tomb', 'Stealth Rock', 'Dig', 'Iron Tail', 'Stone Edge', 'Double-Edge', 'Head Smash', 'Rock Slide', 'Protect', 'Dig', 'Endure', 'Rock Tomb', 'Stealth Rock', 'Self-Destruct', 'Double-Edge', 'Iron Head', 'Stone Edge', 'Earthquake', 'Dragon Pulse', 'Substitute', 'Iron Tail', 'Curse', 'Taunt', 'Iron Head ']"
96,Drowzee,"['Pound', 'Hypnosis', 'Disable', 'Confusion', 'Headbutt', 'Poison Gas', 'Psybeam', 'Psych Up', 'Zen Headbutt', 'Swagger', 'Psychic', 'Nasty Plot', 'Psyshock', 'Future Sight', 'Take Down', 'Protect', 'Low Kick', 'Psybeam', 'Thief', 'Trailblaze', 'Facade', 'Swift', 'Draining Kiss', 'Low Sweep', 'Stored Power', 'Night Shade', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Brick Break', 'Zen Headbutt', 'Foul Play', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Rest', 'Taunt', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Psychic', 'Encore', 'Calm Mind', 'Helping Hand', 'Psychic Terrain', 'Nasty Plot', 'Focus Blast', 'Trick Room', 'Tera Blast', 'Haze', 'Toxic', 'Knock Off', 'Focus Punch', 'Psych Up', 'Double-Edge', 'Endeavor', 'Future Sight', 'Expanding Force', 'Curse', 'Psychic Noise', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Flatter', 'Role Play', 'Guard Swap', 'Psycho Cut', 'Power Split']"
